ItemName,IsTeleportable,UsesDurability,MaxDurability,DurabilityPerLevel,MaxStack,DisplayName,MaxQuality,ItemType,Weight,ScaleWeightByQuality,CanHaveCrafterTag
FireworksRocket_Green,True,False,100,50,10,Green Fireworks,1,1,0.5,0,True
FireworksRocket_Purple,True,False,100,50,10,Purple Fireworks,1,1,0.5,0,True
FireworksRocket_Red,True,False,100,50,10,Red Fireworks,1,1,0.5,0,True
FireworksRocket_White,True,False,100,50,10,Basic Fireworks,1,1,0.5,0,False
FireworksRocket_Yellow,True,False,100,50,10,Yellow Fireworks,1,1,0.5,0,True
Fish1,True,False,100,50,10,Perch,5,21,2,1,False
Fish10,True,False,100,50,10,Northern Salmon,5,21,2,1,False
Fish11,True,False,100,50,10,Magmafish,5,21,2,1,False
Fish12,True,False,100,50,10,Pufferfish,5,21,2,1,False
Fish2,True,False,100,50,10,Pike,5,21,2,1,False
Fish3,True,False,100,50,10,Tuna,5,21,2,1,False
Fish4_cave,True,False,100,50,10,Tetra,5,21,2,1,False
Fish5,True,False,100,50,10,Trollfish,5,21,2,1,False
Fish6,True,False,100,50,10,Giant Herring,5,21,2,1,False
Fish7,True,False,100,50,10,Grouper,5,21,2,1,False
Fish8,True,False,100,50,10,Coral Cod,5,21,2,1,False
Fish9,True,False,100,50,10,Anglerfish,5,21,2,1,False
FishAndBread,True,False,100,50,10,Fish 'n' Bread,1,2,1,0,False
FishAndBreadUncooked,True,False,100,50,10,Uncooked Fish 'n' Bread,1,1,1,0,True
FishAnglerRaw,True,False,100,50,20,Raw Fish,1,1,0.5,0,False
FishCooked,True,False,100,50,20,Cooked Fish,1,2,0.5,0,False
FishingBait,True,False,100,50,100,Fishing Bait,1,9,0.1,0,False
FishingBaitAshlands,True,False,100,50,100,Hot Fishing Bait,1,9,0.1,0,True
FishingBaitCave,True,False,100,50,100,Cold Fishing Bait,1,9,0.1,0,True
FishingBaitDeepNorth,True,False,100,50,100,Frosty Fishing Bait,1,9,0.1,0,True
FishingBaitForest,True,False,100,50,100,Mossy Fishing Bait,1,9,0.1,0,True
FishingBaitMistlands,True,False,100,50,100,Misty Fishing Bait,1,9,0.1,0,True
FishingBaitOcean,True,False,100,50,100,Heavy Fishing Bait,1,9,0.1,0,True
FishingBaitPlains,True,False,100,50,100,Stingy Fishing Bait,1,9,0.1,0,True
FishingBaitSwamp,True,False,100,50,100,Sticky Fishing Bait,1,9,0.1,0,True
FishingRod,True,False,100,50,1,Fishing Rod,1,14,1.5,0,False
FishRaw,True,False,100,50,20,Raw Fish,1,1,0.5,0,True
FishSoup,True,False,100,50,10,Fish Soup,1,2,1,0,True
FishWraps,True,False,100,50,10,Fish Wraps,1,2,1,0,True
FistBjornClaw,True,True,300,50,1,Paws of the Bear,4,14,2,0,True
FistBjornUndeadClaw,True,True,300,50,1,Vilebone Maulclaws,4,14,2,0,True
FistFenrirClaw,True,True,300,50,1,Flesh Rippers,4,14,2,0,True
FistGold,True,True,400,50,1,Nord Knucklechains,4,14,2,0,True
FistGold_BloodLightning,True,True,400,50,1,Thunderblood Knucklechains,4,14,2,0,True
FistGold_FrostFire,True,True,400,50,1,Frostfire Knucklechains,4,14,2,0,True
FistGoldUncooked,True,False,300,50,1,Cast: Nord Knucklechains,1,1,2,0,True
Flametal,False,False,100,50,30,Ancient Metal,1,1,12,0,False
FlametalNew,False,False,100,50,30,Flametal,1,1,12,0,False
FlametalOre,False,False,100,50,30,Glowing Metal Ore,1,1,12,0,False
FlametalOreNew,False,False,100,50,30,Flametal Ore,1,1,10,0,False
Flax,True,False,100,50,100,Flax,1,1,0.2,0,False
Flint,True,False,100,50,30,Flint,1,1,2,0,False
FragrantBundle,True,False,100,50,50,Fragrant Bundle,1,1,0.5,0,False
FreezeGland,True,False,100,50,50,Freeze Gland,1,1,0.5,0,False
FreshSeaweed,True,False,100,50,50,Fresh Seaweed,1,1,0.5,0,False
FrostCore,True,False,100,50,20,Frostcore,1,1,1,0,False
Frostwood,True,False,100,50,50,Timberwood,1,1,2,0,False
FrozenFuel,True,False,100,50,50,Liquid Frost,1,1,2,0,False
FrozenKingDrop,True,False,100,50,30,Sacrificial Blood,1,1,1,0,False
FW_ArmorBronzeChest,True,True,1000,200,1,Bronze Plate Tunic,4,7,10,0,False
FW_ArmorBronzeLegs,True,True,1000,200,1,Bronze Plate Leggings,4,11,10,0,False
FW_ArmorFenringChest,True,True,1000,200,1,Fenris Coat,4,7,10,0,False
FW_ArmorFenringLegs,True,True,1000,200,1,Fenris Leggings,4,11,10,0,False
FW_ArmorMageChest,True,True,1000,200,1,Eitr-weave Robe,4,7,5,0,False
FW_ArmorMageChest_Ashlands,True,True,1000,200,1,Robes of Embla,4,7,5,0,False
FW_ArmorMageLegs,True,True,1000,200,1,Eitr-weave Trousers,4,11,5,0,False
FW_ArmorMageLegs_Ashlands,True,True,1000,200,1,Trousers of Embla,4,11,5,0,False
FW_ArmorPaddedCuirass,True,True,1000,200,1,Padded Cuirass,4,7,10,0,False
FW_ArmorPaddedGreaves,True,True,1000,200,1,Padded Greaves,4,11,10,0,False
FW_ArmorTrollLeatherChest,True,True,500,200,1,Troll Leather Tunic,4,7,5,0,False
FW_ArmorTrollLeatherLegs,True,True,500,200,1,Troll Leather Trousers,4,11,5,0,False
FW_AxeBronze,True,True,125,50,1,Bronze Axe,4,3,2,0,False
FW_BattleaxeCrystal,True,True,200,50,1,Crystal Battleaxe,4,14,2.5,0,False
FW_BowDraugrFang,True,True,100,50,1,Draugr Fang,4,4,1.5,0,False
FW_CapeLinen,True,True,1500,50,1,Linen Cape,4,17,4,0,False
FW_CapeTrollHide,True,True,500,50,1,Troll Hide Cape,4,17,4,0,False
FW_CapeWolf,True,True,1000,50,1,Wolf Fur Cape,4,17,4,0,False
FW_HelmetBronze,True,True,1000,200,1,Bronze Helmet,4,6,3,0,False
FW_KnifeSilver,True,True,200,50,1,Silver Knife,4,3,0.3,0,False
FW_KnifeSkollAndHati,True,True,250,50,1,Skoll and Hati,4,14,0.3,0,False
FW_ShieldBlackmetalTower,True,True,200,50,1,Black Metal Tower Shield,3,5,5,0,False
FW_StaffFireball,True,True,200,50,1,Staff of Embers,4,14,0.3,0,False
FW_StaffLightning,True,True,300,50,1,Dundr,4,14,1.5,0,False
FW_SwordBlackmetal,True,True,200,50,1,Black Metal Sword,4,3,0.8,0,False
GemstoneBlue,True,False,100,50,50,Iolite,1,1,2,0,False
GemstoneGreen,True,False,100,50,50,Jade,1,1,2,0,False
GemstoneRed,True,False,100,50,50,Bloodstone,1,1,2,0,False
GenericMoldUncooked,True,False,100,50,10,$item_smallparts_gold_uncooked,1,1,1,0,False
GiantBloodSack,True,False,100,50,50,Blood Clot,1,1,0.5,0,False
GlowWorm,True,False,100,50,50,Luminous Larva,1,2,0.2,0,False
GoblinTotem,True,False,100,50,30,Fuling Totem,1,16,1,0,False
Gold,False,False,100,50,30,Bloodgold,1,1,14,0,False
GoldOre,False,False,100,50,30,Petrified Tissue,1,1,14,0,False
GrapplingHook,True,True,300,50,1,Grappling Hook,1,4,1.5,0,True
Grausten,True,False,100,50,50,Grausten,1,1,2,0,False
GreydwarfEye,True,False,100,50,50,Greydwarf Eye,1,1,0.2,0,False
Guck,True,False,100,50,50,Guck,1,1,0.5,0,False
Hair1,True,False,100,50,1,Windswept,1,10,1,0,False
Hair10,True,False,100,50,1,Side Swept,1,10,1,0,False
Hair10_2,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair11,True,False,100,50,1,Long Braid,1,10,1,0,False
Hair11_2,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair11_3,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair12,True,False,100,50,1,Matronly,1,10,1,0,False
Hair12_2,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair13,True,False,100,50,1,Twin Braids,1,10,1,0,False
Hair13_2,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair13_3,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair14,True,False,100,50,1,Speed Demon,1,10,1,0,False
Hair14_2,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair15,True,False,100,50,1,Pulled Back Curls,1,10,1,0,False
Hair15_2,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair15_3,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair16,True,False,100,50,1,Gathered Braids,1,10,1,0,False
Hair16_2,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair17,True,False,100,50,1,Neat Braids,1,10,1,0,False
Hair17_2,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair18,True,False,100,50,1,Royal Braids,1,10,1,0,False
Hair18_2,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair19,True,False,100,50,1,Painter Curls,1,10,1,0,False
Hair2,True,False,100,50,1,High Ponytail,1,10,1,0,False
Hair20,True,False,100,50,1,Tidy Curls,1,10,1,0,False
Hair21,True,False,100,50,1,Twin Buns,1,10,1,0,False
Hair21_2,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair22,True,False,100,50,1,Single Bun,1,10,1,0,False
Hair22_2,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair23,True,False,100,50,1,Short Curls,1,10,1,0,False
Hair24,True,False,100,50,1,Shaved and Braided,1,10,1,0,False
Hair24_2,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair24_3,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair25,True,False,100,50,1,Knot,1,10,1,0,False
Hair26,True,False,100,50,1,Short Locs,1,10,1,0,False
Hair27,True,False,100,50,1,Strength Braids,1,10,1,0,False
Hair27_2,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair27_3,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair28,True,False,100,50,1,Merchant's Braid,1,10,1,0,False
Hair28_2,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair28_3,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair29,True,False,100,50,1,Tucked Back,1,10,1,0,False
Hair29_2,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair3,True,False,100,50,1,Pigtails,1,10,1,0,False
Hair3_2,True,False,100,50,1,Pigtails,1,10,1,0,False
Hair3_3,True,False,100,50,1,Pigtails,1,10,1,0,False
Hair30,True,False,100,50,1,Loose Waves,1,10,1,0,False
Hair30_2,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair30_3,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair31,True,False,100,50,1,Gathered Locs,1,10,1,0,False
Hair31_2,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair31_3,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair32,True,False,100,50,1,Mullet,1,10,1,0,False
Hair32_2,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair32_3,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair33,True,False,100,50,1,Vinland Shave,1,10,1,0,False
Hair33_2,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair34,True,False,100,50,1,Castellan,1,10,1,0,False
Hair34_2,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair34_3,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair35,True,False,100,50,1,Champion,1,10,1,0,False
Hair35_2,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair35_3,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair36,True,False,100,50,1,Chronicler,1,10,1,0,False
Hair36_2,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair36_3,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair37,True,False,100,50,1,Sunbringer,1,10,1,0,False
Hair37_2,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair37_3,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair38,True,False,100,50,1,Masculine,1,10,1,0,False
Hair38_2,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair38_3,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair4,True,False,100,50,1,Low Ponytail,1,10,1,0,False
Hair4_2,True,False,100,50,1,Pigtails,1,10,1,0,False
Hair4_3,True,False,100,50,1,Pigtails,1,10,1,0,False
Hair5,True,False,100,50,1,Short,1,10,1,0,False
Hair5_2,True,False,100,50,1,Pigtails,1,10,1,0,False
Hair6,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair6_2,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair6_3,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair7,True,False,100,50,1,Dragonslayer,1,10,1,0,False
Hair7_2,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair8,True,False,100,50,1,Parted,1,10,1,0,False
Hair8_2,True,False,100,50,1,Long and Loose,1,10,1,0,False
Hair9,True,False,100,50,1,Old One-Eye,1,10,1,0,False
Hair9_2,True,False,100,50,1,Long and Loose,1,10,1,0,False
HairNone,True,False,100,50,1,No Hair,1,10,1,0,False
Hammer,True,True,100,100,1,Hammer,3,19,2,0,True
HardAntler,True,False,100,50,50,Hard Antler,1,1,2,0,False
HareMeat,True,False,100,50,20,Hare Meat,1,1,1,0,False
HatefulBlood,True,False,100,50,50,Malicious Blood,1,16,1,0,False
HelmetAshlandsMediumHood,True,True,1000,200,1,Hood of Ask,4,6,1,0,True
HelmetBerserkerHood,True,True,1000,200,1,Headdress of the Bear,4,6,1,0,True
HelmetBerserkerUndead,True,True,1000,200,1,Vilebone Visage,4,6,1,0,True
HelmetBronze,True,True,1000,200,1,Bronze Helmet,4,6,3,0,True
HelmetCarapace,True,True,1200,200,1,Carapace Helmet,4,6,3,0,True
HelmetCelebration,True,True,800,100,1,Celebratory Cap,4,6,3,0,True
HelmetCrownofValheim,True,True,1000,200,1,Crown of Valheim,1,6,1,0,True
HelmetDNHeavy,True,True,1000,200,1,Helmet of the Protector,4,6,1,0,False
HelmetDNMage,True,True,1000,200,1,Headdress of the Caller,4,6,1,0,True
HelmetDNMediumHood,True,True,1000,200,1,Hood of the Vanguard,4,6,1,0,True
HelmetDrake,True,True,1000,200,1,Drake Helmet,4,6,3,0,True
HelmetDverger,True,False,1000,100,1,Dverger Circlet,1,6,1,0,False
HelmetFenring,True,True,1000,200,1,Fenris Hood,4,6,1,0,True
HelmetFishingHat,True,True,1000,200,1,Fishing Hat,4,6,3,0,True
HelmetFlametal,True,True,800,100,1,Flametal Helmet,4,6,3,0,True
HelmetHat1,True,True,800,100,1,Blue Tied Headscarf,4,6,3,0,False
HelmetHat10,True,True,800,100,1,Simple Purple Cap,4,6,3,0,False
HelmetHat2,True,True,800,100,1,Green Twisted Headscarf,4,6,3,0,False
HelmetHat3,True,True,800,100,1,Brown Fur Cap,4,6,3,0,False
HelmetHat4,True,True,800,100,1,Extravagant Green Cap,4,6,3,0,False
HelmetHat5,True,True,800,100,1,Simple Red Cap,4,6,3,0,False
HelmetHat6,True,True,800,100,1,Yellow Tied Headscarf,4,6,3,0,False
HelmetHat7,True,True,800,100,1,Red Twisted Headscarf,4,6,3,0,False
HelmetHat8,True,True,800,100,1,Grey Fur Cap,4,6,3,0,False
HelmetHat9,True,True,800,100,1,Extravagant Orange Cap,4,6,3,0,False
HelmetIron,True,True,1000,200,1,Iron Helmet,4,6,3,0,True
HelmetLeather,True,True,400,100,1,Leather Helmet,4,6,1,0,True
HelmetLox,True,True,500,200,1,Lox Fur Hood,4,6,1,0,True
HelmetMage,True,True,1000,200,1,Eitr-weave Hood,4,6,1,0,True
HelmetMage_Ashlands,True,True,1000,200,1,Hood of Embla,4,6,1,0,True
HelmetMidsummerCrown,True,False,1000,50,1,Midsummer Crown,1,6,1,0,False
HelmetOdin,True,True,300,100,1,Hood of Oden,4,6,1,0,True
HelmetPadded,True,True,1000,200,1,Padded Helmet,4,6,3,0,True
HelmetPointyHat,True,True,800,100,1,Pointy Hat,4,6,3,0,False
HelmetRoot,True,True,800,100,1,Root Mask,4,6,3,0,True
HelmetRootCrown,True,True,800,100,1,Crown of Roots,4,6,3,0,False
HelmetStrawHat,True,True,800,100,1,Straw Hat,4,6,3,0,False
HelmetSweatBand,True,True,1000,200,1,Headband,4,6,1,0,False
HelmetTrollLeather,True,True,500,200,1,Troll Leather Hood,4,6,1,0,True
HelmetYule,True,False,1000,50,1,Yule Hat,1,6,1,0,False
HildirKey_forestcrypt,True,False,100,50,1,Hildir's Brass Key,1,16,0.1,0,False
HildirKey_mountaincave,True,False,100,50,1,Hildir's Silver Key,1,16,0.1,0,False
HildirKey_plainsfortress,True,False,100,50,1,Hildir's Bronze Key,1,16,0.1,0,False
Hoe,True,True,200,200,1,Hoe,3,19,2,0,True
Honey,True,False,100,50,50,Honey,1,2,0.2,0,False
HoneyGlazedChicken,True,False,100,50,10,Honey Glazed Chicken,1,2,1,0,False
HoneyGlazedChickenUncooked,True,False,100,50,10,Uncooked Honey Glazed Chicken,1,1,1,0,True
Hook,True,False,100,50,50,Hook,1,1,5,0,False
Ice,True,False,100,50,50,Ice,1,1,1,0,False
IceShoes,True,False,100,50,1,$item_iceshoes,1,18,2,0,False
IceSkates,True,False,100,50,1,$item_iceskates,1,18,2,0,False
Iron,False,False,100,50,30,Iron,1,1,12,0,False
IronNails,True,False,100,50,100,Iron Nails,1,1,0.5,0,True
IronOre,False,False,100,50,30,Iron Ore,1,1,10,0,False
Ironpit,False,False,100,50,10,Iron Pit,1,1,10,0,False
IronScrap,False,False,100,50,30,Scrap Iron,1,1,10,0,False
JuteBlue,True,False,100,50,50,Blue Jute,1,1,2,0,False
JuteRed,True,False,100,50,50,Red Jute,1,1,2,0,False
Kale,True,False,100,50,50,Kale,1,2,0.1,0,False
KaleChips,True,False,100,50,10,Kale Chips,1,2,1,0,False
KaleChipsUncooked,True,False,100,50,10,Raw Kale Chips,1,1,1,0,True
KaleSeeds,True,False,100,50,100,Kale Seeds,1,1,0.1,0,False
KeysGoldUncooked,True,False,100,50,10,Cast: Intricate Key,1,1,1,0,True
KnifeBlackMetal,True,True,200,50,1,Black Metal Knife,4,3,0.3,0,True
KnifeButcher,True,True,200,50,1,Butcher Knife,1,3,0.3,0,True
KnifeChitin,True,True,200,50,1,Abyssal Razor,4,3,0.3,0,True
KnifeCopper,True,True,200,50,1,Copper Knife,4,3,0.3,0,True
KnifeFlint,True,True,200,50,1,Flint Knife,4,3,0.3,0,True
KnifeGold,True,True,400,50,1,Nord Dagger,4,3,0.3,0,True
KnifeGold_BloodLightning,True,True,400,50,1,Thunderblood Dagger,4,3,0.3,0,True
KnifeGold_FrostFire,True,True,400,50,1,Frostfire Dagger,4,3,0.3,0,True
KnifeGoldUncooked,True,False,200,50,1,Cast: Nord Dagger,1,1,0.3,0,True
KnifeSilver,True,True,200,50,1,Silver Knife,4,3,0.3,0,True
KnifeSkollAndHati,True,True,250,50,1,Skoll and Hati,4,14,0.3,0,True
KnifeVoid,True,True,200,50,1,Voidcaller,4,3,0.3,0,False
KnifeWood,True,True,200,50,1,Wooden Knife,4,3,0.3,0,False
Lantern,True,False,0,0,1,Dvergr Lantern,1,15,2,0,True
Lantern_DN,True,False,0,0,1,Salvaged Lantern,1,15,2,0,False
Lantern_hooded,True,False,0,0,1,Hooded Lantern,1,15,2,0,False
Larva,True,False,100,50,20,$item_larva,1,1,1,0,False
LastBossGate_RuneTile,True,False,100,50,3,$item_runetile,1,1,0.5,0,False
LeatherScraps,True,False,100,50,50,Leather Scraps,1,1,0.5,0,False
Leatherstraps,True,False,100,50,50,Leather Straps,1,1,0.5,0,False
LinenThread,True,False,100,50,50,Linen Thread,1,1,2,0,False
Lingonberry,True,False,100,50,50,Lingonberries,1,2,0.1,0,False
Lingondricka,True,False,100,50,10,Lingonberry Juice,1,2,1,0,True
LoxMeat,True,False,100,50,20,Lox Meat,1,1,2,0,False
LoxPelt,True,False,100,50,50,Lox Pelt,1,1,1,0,False
LoxPie,True,False,100,50,10,Lox Meat Pie,1,2,1,0,False
LoxPieUncooked,True,False,100,50,10,Unbaked Lox Pie,1,1,1,0,True
MaceBronze,True,True,200,50,1,Bronze Mace,4,3,2,0,True
MaceEldner,True,True,300,50,1,Flametal Mace,4,3,2,0,True
MaceEldnerBlood,True,True,300,50,1,Bloodgeon,4,3,2,0,True
MaceEldnerLightning,True,True,300,50,1,Storm Star,4,3,2,0,True
MaceEldnerNature,True,True,300,50,1,Klossen,4,3,2,0,True
MaceGold,True,True,400,50,1,Nord Mace,4,3,2,0,True
MaceGold_BloodLightning,True,True,400,50,1,Thunderblood Mace,4,3,2,0,True
MaceGold_FrostFire,True,True,400,50,1,Frostfire Mace,4,3,2,0,True
MaceGoldUncooked,True,False,200,50,1,Cast: Nord Mace,1,1,2,0,True
MaceIron,True,True,200,50,1,Iron Mace,4,3,2,0,True
MaceNeedle,True,True,150,50,1,Porcupine,4,3,2,0,True
MaceSilver,True,True,200,50,1,Frostner,4,3,2,0,True
MaceWood,True,True,200,50,1,Wooden Mace,4,3,2,0,False
MagicallyStuffedShroom,True,False,100,50,10,Stuffed Mushroom,1,2,1,0,False
MagicallyStuffedShroomUncooked,True,False,100,50,10,Uncooked Stuffed Mushroom,1,1,1,0,True
Mandible,True,False,100,50,50,Mandible,1,1,0.5,0,False
MarinatedGreens,True,False,100,50,10,Marinated Greens,1,2,1,0,True
MashedMeat,True,False,100,50,10,Mashed Meat,1,2,1,0,True
MeadBaseBugRepellent,True,False,100,50,1,Mead Base: Anti-Sting,1,1,1,0,True
MeadBaseBzerker,True,False,100,50,1,Mead base: Berserkir,1,1,1,0,True
MeadBaseEitrLingering,True,False,100,50,1,Mead Base: Lingering Eitr,1,1,1,0,True
MeadBaseEitrMinor,True,False,100,50,1,Mead Base: Minor Eitr,1,1,1,0,True
MeadBaseFrostResist,True,False,100,50,1,Mead Base: Frost Resistance,1,1,1,0,True
MeadBaseHasty,True,False,100,50,1,Mead base: Ratatosk,1,1,1,0,True
MeadBaseHealthLingering,True,False,100,50,1,Mead Base: Lingering Health,1,1,1,0,True
MeadBaseHealthMajor,True,False,100,50,1,Mead Base: Major Healing,1,1,1,0,True
MeadBaseHealthMedium,True,False,100,50,1,Mead Base: Medium Healing,1,1,1,0,True
MeadBaseHealthMinor,True,False,100,50,1,Mead Base: Minor Healing,1,1,1,0,True
MeadBaseLightFoot,True,False,100,50,1,Mead Base: Lightfoot,1,1,1,0,True
MeadBasePoisonResist,True,False,100,50,1,Mead Base: Poison Resistance,1,1,1,0,True
MeadBaseStaminaLingering,True,False,100,50,1,Mead Base: Lingering Stamina,1,1,1,0,True
MeadBaseStaminaMedium,True,False,100,50,1,Mead Base: Medium Stamina,1,1,1,0,True
MeadBaseStaminaMinor,True,False,100,50,1,Mead Base: Minor Stamina,1,1,1,0,True
MeadBaseStrength,True,False,100,50,1,Mead Base: Troll Endurance,1,1,1,0,True
MeadBaseSwimmer,True,False,100,50,1,Mead Base: Vananidir,1,1,1,0,True
MeadBaseTamer,True,False,100,50,1,Mead Base: Animal Whispers,1,1,1,0,True
MeadBaseTasty,True,False,100,50,1,Mead Base: Tasty,1,1,1,0,True
MeadBugRepellent,True,False,100,50,10,Anti-Sting Concoction,1,2,1,0,False
MeadBzerker,True,False,100,50,10,Berserkir Mead,1,2,1,0,False
MeadEitrLingering,True,False,100,50,10,Lingering Eitr Mead,1,2,1,0,False
MeadEitrMinor,True,False,100,50,10,Minor Eitr Mead,1,2,1,0,False
MeadFrostResist,True,False,100,50,10,Frost Resistance Mead,1,2,1,0,False
MeadHasty,True,False,100,50,10,Tonic of Ratatosk,1,2,1,0,False
MeadHealthLingering,True,False,100,50,10,Lingering Healing Mead,1,2,1,0,False
MeadHealthMajor,True,False,100,50,10,Major Healing Mead,1,2,1,0,False
MeadHealthMedium,True,False,100,50,10,Medium Healing Mead,1,2,1,0,False
MeadHealthMinor,True,False,100,50,10,Minor Healing Mead,1,2,1,0,False
MeadLightfoot,True,False,100,50,10,Lightfoot Mead,1,2,1,0,False
MeadPoisonResist,True,False,100,50,10,Poison Resistance Mead,1,2,1,0,False
MeadStaminaLingering,True,False,100,50,10,Lingering Stamina Mead,1,2,1,0,False
MeadStaminaMedium,True,False,100,50,10,Medium Stamina Mead,1,2,1,0,False
MeadStaminaMinor,True,False,100,50,10,Minor Stamina Mead,1,2,1,0,False
MeadStrength,True,False,100,50,10,Mead of Troll Endurance,1,2,1,0,False
MeadSwimmer,True,False,100,50,10,Draught of Vananidir,1,2,1,0,False
MeadTamer,True,False,100,50,10,Brew of Animal Whispers,1,2,1,0,False
MeadTasty,True,False,100,50,10,Tasty Mead,1,2,1,0,False
MeadTrollPheromones,True,False,100,50,10,Love Potion,1,2,1,0,False
MeatballsMashedPoteitr,True,False,100,50,10,Meatballs and Poteitr,1,2,1,0,True
MeatPlatter,True,False,100,50,10,Meat Platter,1,2,1,0,False
MeatPlatterUncooked,True,False,100,50,10,Uncooked Meat Platter,1,1,1,0,True
MechanicalSpring,False,False,100,50,10,Mechanical Spring,1,1,5,0,True
MemorialCoal,True,False,100,50,50,Memorial Coal,1,1,2,0,False
MinceMeatSauce,True,False,100,50,10,Minced Meat Sauce,1,2,1,0,True
MisthareSupreme,True,False,100,50,10,Misthare Supreme,1,2,1,0,False
MisthareSupremeUncooked,True,False,100,50,10,Uncooked Misthare Supreme,1,1,1,0,True
MoldArmorGoldChest,True,False,100,50,10,Mould: Breastplate of the Protector,1,1,1,0,False
MoldArmorGoldHelmet,True,False,100,50,10,Mould: Helmet of the Protector,1,1,1,0,False
MoldArmorGoldLegs,True,False,100,50,10,Mould: Trousers of the Protector,1,1,1,0,False
MoldArmorMageChest,True,False,100,50,10,Mould: Robes of the Caller,1,1,1,0,False
MoldArmorMageHelmet,True,False,100,50,10,Mould: Headdress of the Caller,1,1,1,0,False
MoldArmorMageLegs,True,False,100,50,10,Mould: Trousers of the Caller,1,1,1,0,False
MoldArmormediumChest,True,False,100,50,10,Mould: Chestpiece of the Vanguard,1,1,1,0,False
MoldArmorMediumHelmet,True,False,100,50,10,Mould: Hood of the Vanguard,1,1,1,0,False
MoldArmorMediumLegs,True,False,100,50,10,Mould: Trousers of the Vanguard,1,1,1,0,False
MoldAtgeir,True,False,100,50,10,Mould: Nord Atgeir,1,1,1,0,False
MoldAxe,True,False,100,50,10,Mould: Nord Axe,1,1,1,0,False
MoldAxe2H,True,False,100,50,10,Mould: Nord Greataxe,1,1,1,0,False
MoldBow,True,False,100,50,10,Mould: Nord Bow,1,1,1,0,False
MoldCrossbow,True,False,100,50,10,Mould: Nord Crossbow,1,1,1,0,False
MoldFistweapon,True,False,100,50,10,Mould: Nord Knucklechains,1,1,1,0,False
MoldKeys,True,False,100,50,10,Mould: Intricate Key,1,1,1,0,False
MoldKnife,True,False,100,50,10,Mould: Nord Dagger,1,1,1,0,False
MoldMace,True,False,100,50,10,Mould: Nord Mace,1,1,1,0,False
MoldMace2H,True,False,100,50,10,Mould: Nord Sledge,1,1,1,0,False
MoldShieldBuckler,True,False,100,50,10,Mould: Nord Buckler,1,1,1,0,False
MoldShieldRound,True,False,100,50,10,Mould: Nord Shield,1,1,1,0,False
MoldShieldTower,True,False,100,50,10,Mould: Nord Greatshield,1,1,1,0,False
MoldSmallParts,True,False,100,50,10,$item_mold_smallparts,1,1,1,0,False
MoldSpear,True,False,100,50,10,Mould: Nord Spear,1,1,1,0,False
MoldStafffrostorbs,True,False,100,50,10,Mould: Northern Vengeance,1,1,1,0,False
MoldStaffOrbofAhri,True,False,100,50,10,Mould: Echo Spike,1,1,1,0,False
MoldStaffspiritcaller,True,False,100,50,10,Mould: Spirit Caller,1,1,1,0,False
MoldStaffthunderblood,True,False,100,50,10,Mould: Lightning Strike,1,1,1,0,False
MoldSword,True,False,100,50,10,Mould: Nord Sword,1,1,1,0,False
